expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad,IUM
19946053,ISOFEM POLVO,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2004M-0003499,23/06/2004,07/12/2014,Vencido,19946053,13,900.0,TARRO DE HOJALATA POR 900 G DE POLVO,Inactivo,11/10/2006,07/12/2014,No,g,A11AA02,MULTIVITAMINAS Y CALCIO,ORAL,E,EXTRACTO SECO DE ISOFLAVONAS (AL40% P/P)EQUIVALENTE A 83.4 MG DE ISOFLAVONAS,g,0.209,100 G DE POLVO,POLVO PARA RECONSTITUIR A SOLUCION ORAL,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19946858,CAROTEMINE 2MG TABLETA RECUBIERTA,PROCAPS S.A.,INVIMA 2004FE-0003658,08/10/2004,24/08/2014,Vencido,19946858,2,20.0,CAJA POR 20 TABLETAS EN BLISTER PVC/ALUMINIO,Inactivo,11/10/2006,24/08/2014,No,U,N05AX08,RISPERIDONA,ORAL,A,RISPERIDONA,mg,200000.0,TABLETA RECUBIERTA,TABLETA CUBIERTA CON PELICULA,PROCAPS S.A.,FABRICANTE,FABRICAR Y EXPORTAR,
19946945,RECORMON SOLUCION INYECTABLE5000 UI /03ML,F. HOFFMANN-LA ROCHE LTD.,INVIMA 2004M-0003918,11/10/2004,24/11/2014,Vencido,19946945,2,6.0,JERINGA PRECARGADA. CAJA POR 6 JERINGAS.,Inactivo,11/10/2006,24/11/2014,No,U,B03XA01,ERITROPOYETINA,SUBCUTANEA,S,EPOETINA BETA,IU,500000000.0,JERINGA PRECARGADA,SOLUCION INYECTABLE,ROCHE DIAGNOSTICSGMBH,FABRICANTE,IMPORTAR Y VENDER,
19947706,DIABION ® CAPSULAS,MERCK S.A.,INVIMA 2004M-0003772,09/10/2004,23/09/2014,Vencido,19947706,5,120.0,CAJA X 120 CAPSULAS EN BLISTER PVC/PVDC/ALUMINIO.,Inactivo,11/10/2006,23/09/2014,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,LEVADURA DE SELENIO (EQUIVALENTE A 70 MCG DE SELENIO),mg,7000000.0,,CAPSULA BLANDA,GELCAPS EXPORTADORA DE MEXICO S.A DE C.AV,FABRICANTE,IMPORTAR Y VENDER,
19948751,CASILAN,COMPLAN FOODS LIMITED,INVIMA 2004M-0003790,17/09/2004,29/09/2014,Vencido,19948751,3,16.0,CAJA CON 16G DE POLVO DENTRO DE UN SACHET (LAMINADO DE POLIESTER GRADO ALIMENTICIO / POLIETILENO DE BAJA DENSIDAD METALIZADO).,Inactivo,03/01/2008,29/09/2014,No,g,A12AA20,CALCIO (DIFERENTES SALES EN COMBINACION),ORAL,D,POTASIO,g,0.34,100G DE POLVO,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,NUTRICIA COLOMBIA LTDA,IMPORTADOR,IMPORTAR Y VENDER,
19950322,CROMOGLICATODE SODIO 4% SOLUCION NASAL ESTERIL,COLPHARMA LTDA.,INVIMA 2005M-0004923,25/10/2005,21/11/2015,Vencido,19950322,7,50.0,CAJA POR 50 FRASCOS GOTEROS EN PEAD POR 10 ML C/U,Inactivo,10/08/2012,10/08/2012,No,U,R01AC01,CROMOGLICATO ACIDO,INHALACION,F,CROMOGLICATO DE SODIO,mg,4000000.0,ML,SOLUCIONNASAL,LABORATORIOS RYAN DE COLOMBIA S.A.S,FABRICANTE,FABRICAR Y VENDER,
19950667,LEVOC ® JARABE,LABORATORIOS LEGRAND S.A.,INVIMA 2005M-0004201,24/02/2005,16/03/2015,Vencido,19950667,1,30.0,CAJA FRASCO PET X 30 ML,Inactivo,11/10/2006,16/03/2015,No,ml,R06AE09,LEVOCETIRIZINA,ORAL,B,LEVOCETIRIZINA DICLORHIDRATO,g,0.05,100ML DE JARABE,SOLUCION ORAL,LABORATORIOS LEGRAND S.A.,FABRICANTE,FABRICAR Y VENDER,
19950986,DESLORATADINA 5 MG TABLETAS,LABORATORIOS FARMACÉUTICOS A Z PHARMA SAS,INVIMA 2005M-0004379,26/04/2005,05/11/2015,Vencido,19950986,6,200.0,CAJA PLEGADIZA X 200 TABLETAS EN BLISTER PVC µMBAR/ALUMINIO.,Inactivo,11/10/2006,05/11/2015,No,U,R06AX27,DESLORATADINA,ORAL,A,DESLORATADINA,mg,500000.0,TABLETAS.,TABLETA,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
19951067,ALENDRONATO 10 MG TABLETAS,LABORATORIOSRICHMOND COLOMBIA S.A.S.,INVIMA 2005M-0004698,18/08/2005,31/08/2015,Vencido,19951067,1,10.0,CAJA POR 10 TABLETAS EN BLISTER PVC / ALUMINIO.,Inactivo,11/10/2006,31/08/2015,No,U,M05BA04,ALENDRONICO  ACIDO,ORAL,A,ALENDRONATO SODICO TRIHIDRATADO EQUIVALENTE A ACIDO ALENDRONICO,mg,1000000.0,TABLETA,TABLETA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19951310,NISTATINA + OXIDO DE ZINC UNGÜENTO,PROCAPS S.A.,INVIMA 2021M-0004593-R2,19/07/2005,04/01/2021,Vencido,19951310,9,40.0,CAJA POR 1 TUBO COLAPSIBLE BLANCO DESIN DATOPLASTICO POLIETILENO+ ALUMINIO ) POR 40 G,Inactivo,17/05/2012,04/01/2021,No,g,D01AA01,NISTATINA,TOPICA (EXTERNA),D,NISTATINA(EQUIVALENTE A 100000 U.I DE NISTATINA),g,200000.0,100 GRAMOS DE UNGUENTO,UNGUENTO TOPICO,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
19952048,VAXIGRIP MULTIDOSIS,SANOFI PASTEUR,INVIMA 2005M-0004724,24/08/2005,09/06/2015,Vencido,19952048,1,1.0,VIAL DE VIDRIO TIPO I POR 5ML CON 10 DOSIS DE 0. 5ML CADA UNA,Inactivo,11/10/2006,09/06/2015,No,U,J07BB02,INFLUENZA ANTIGENO PURIFICADO,INTRAMUSCULAR,S,A/TEXAS/50/2012 (H3N2)- CEPA DERIVADA UTILIZADA (NYMC X-223 A) - 30 MCG DE HEMAGLUTININA.,mcg,3000000.0,CADA ML,SUSPENSION INYECTABLE,SANOFI PASTEUR,FABRICANTE,IMPORTAR Y VENDER,
19952683,DUOPRES® 5 MG / 20 MG CÁPSULAS,FARMA DE COLOMBIA S.A.S.,INVIMA 2016M-0004538-R1,24/06/2005,10/01/2021,Vencido,19952683,10,12.0,INSTITUCIONAL: CAJA POR 12 CAPSULAS EN FOIL ALUMINIO/ALUMINIO.,Inactivo,22/01/2016,10/01/2021,No,U,C09BB02,ENALAPRIL Y LERCANIDIPINO,ORAL,A,BESILATO AMLODIPINO 6.944 MG EQUIVALENTE A AMLODIPINO,mg,500000.0,CAPSULA DURA,CAPSULA DURA,BIOSINTETICA FARMACEUTICALTDA.,FABRICANTE,IMPORTAR Y VENDER,
19952684,DUOPRES ® 2.5 MG / 10 MG CÁPSULAS,FARMA DE COLOMBIA S.A.S.,INVIMA 2016M-0004529-R1,22/06/2005,10/01/2021,Vencido,19952684,4,6.0,CAJA POR 6 CAPSULAS EN FOIL ALUMINIO/ALUMINIO.,Inactivo,11/10/2006,10/01/2021,No,U,C09BB02,ENALAPRIL Y LERCANIDIPINO,ORAL,A,ENALAPRIL MALEATO EQUIVALENTE A ENALAPRIL,mg,1000000.0,CAPSULA DURA,CAPSULA DURA,BIOSINTETICA FARMACEUTICALTDA.,FABRICANTE,IMPORTAR Y VENDER,
19953050,CLENOX®,PROCAPS S.A.,INVIMA 2015M-0004409-R1,05/06/2005,10/01/2021,Vencido,19953050,19,1.0,CAJA CON UNA JERINGA PRELLENADAS EN BLISTER PVC/ALUMINIO POR 0.8 ML C/U CON BIOCLICK DE SEGURIDAD,Activo,26/05/2015,04/04/2018,No,U,B01AB05,ENOXAPARINA,SUBCUTANEA,S,ENOXAPARINA SODICA,mg,8000000.0,JERINGA POR 0.8 ML,SOLUCION INYECTABLE,PHARMAYECT S.A.,FABRICANTE,FABRICAR Y VENDER,
19953258,AMPICILINA 1G+ SULBACTAM 0.5GINYECTABLE,LABORATORIOS FARMACEUTICOS OPHALACS.A.,INVIMA 2006M-0005796,22/05/2006,13/06/2016,Vencido,19953258,1,1.5,CAJA DE PROPALCOTE X 1FRASCO AMPOLLA. FRASCO DE VIDRIO TIPO I. INCOLORO. TAPÓN GRIS EN C,Inactivo,05/03/2007,13/06/2016,No,g,J01CR01,AMPICILINA E INHIBIDOR ENZIMATICO,INTRAVENOSA,A,AMPICILINA SÓDICA ESTÉRIL (EQUIVALENTE A 1G DE AMPICILINA BASE),g,106000.0,VIAL,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,VITROFARMA S.A. PLANTA N 8,FABRICANTE,FABRICAR Y VENDER,
19953659,TRICALTONE® D.,SUCROAL S.A.,INVIMA 2017M-0005662-R1,27/04/2006,03/01/2022,Vencido,19953659,10,1.0,PORTASACHET POR 1 SACHET,Inactivo,02/02/2015,03/01/2022,No,U,A12AA20,CALCIO (DIFERENTES SALES EN COMBINACION),ORAL,D,CITRATO TRICALCICO,g,9868000.0,100 G DE POLVO PARA RECONSTITUIR A SOLUCIÓN ORAL,POLVO PARA RECONSTITUIR A SOLUCION ORAL,FABRIFARMA S.A.,FABRICANTE,FABRICAR Y VENDER,
19953850,BETAPROL 50 MG TABLETAS,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,INVIMA 2006M-0005222,18/01/2006,02/01/2016,Vencido,19953850,6,20.0,CAJA POR 20 TABLETAS EN BLISTER ALUMINIO/PVC/PVDC USO INSTITUCIONAL,Inactivo,14/10/2011,02/01/2016,No,U,C07AB02,METOPROLOL,ORAL,A,METOPROLOL TARTRATO,mg,5000000.0,TABLETA,TABLETA CUBIERTA CON PELICULA,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,FABRICANTE,FABRICAR Y VENDER,
19953895,KABIVEN,FRESENIUS KABI AB,INVIMA 2006M-0005177,16/01/2006,02/01/2016,Vencido,19953895,3,2053.0,BOLSA POR 2053 ML (COMPARTIMIENTO 1: 1053 ML. COMPARTIMIENTO 2: 600 ML. COMPARTIMIENTO 3: 400 ML).,Inactivo,11/10/2006,02/01/2016,No,ml,B05BA10,COMBINACIONES,INTRAVENOSA,C,L-LEUCINA,g,790000.0,1000 MILILITROS,EMULSION INYECTABLE,FRESENIUS MEDICAL CARE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19954126,MIRAPEX® COMPRIMIDOS 0.25 MG,BOEHRINGER INGELHEIM INTERNATIONAL GMBH.,INVIMA 2005M-0005022,16/11/2005,24/11/2015,Vencido,19954126,4,10.0,CAJA X 10 TABLETAS EN BLISTER DE ALUMINIO.,Inactivo,02/01/2007,24/11/2015,No,U,N04BC05,PRAMIPEXOLA,ORAL,A,PRAMIPEXOL DICLORHIDRATO MONOHIDRATO,mg,0.25,TABLETA,TABLETA,BOEHRINGER INGELHEIM PHARMA GMBH & CO. KG.,FABRICANTE,IMPORTAR Y VENDER,
19954308,VITAFULL® CON LUTEINA TABLETAS CUBIERTAS,TECNOQUIMICAS S.A.,INVIMA 2005M-0005031,23/11/2005,12/06/2015,Vencido,19954308,7,60.0,CAJA FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 60 TABLETAS.,Inactivo,11/10/2006,12/06/2015,No,U,A11AA04,MULTIVITAMINAS Y ELEMENTOS TRAZA,ORAL,A,LICOPENO,mcg,30000000.0,TABLETA CUBIERTA,TABLETA CUBIERTA CON PELICULA,TECNOQUIMICAS S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19954309,VITAFULLSENIOR CON LUTEINA,TECNOQUIMICAS S.A.,INVIMA 2005M-0005024,16/11/2005,12/06/2015,Vencido,19954309,5,40.0,CAJASIN DATOCON FRASCO DE POLIETILENO DE ALTA DENSIDAD CON TAPA DE SEGURIDAD EN POLIETILENO DE ALTA DENSIDAD POR 40 TABLETAS,Inactivo,11/10/2006,12/06/2015,No,U,A11AA04,MULTIVITAMINAS Y ELEMENTOS TRAZA,ORAL,A,VITAMINA A RETENIL ACETATO EQUIVALENTE A VITAMINA A,IU,248500000.0,TABLETA CUBIERTA,TABLETA CUBIERTA CON PELICULA,MAGNO HUMPHRIES. INC. TIGARD. OREGON,FABRICANTE,IMPORTAR Y VENDER,
19954309,VITAFULLSENIOR CON LUTEINA,TECNOQUIMICAS S.A.,INVIMA 2005M-0005024,16/11/2005,12/06/2015,Vencido,19954309,7,60.0,CAJA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD CON TAPA DE SEGURIDAD EN POLIETILENO DE ALTA DENSIDAD POR 60 TABLETAS,Inactivo,11/10/2006,12/06/2015,No,U,A11AA04,MULTIVITAMINAS Y ELEMENTOS TRAZA,ORAL,A,IODURO DE POTASIO EQUIVALENTE A IODO,mcg,15000000.0,TABLETA CUBIERTA,TABLETA CUBIERTA CON PELICULA,MAGNO HUMPHRIES. INC. TIGARD. OREGON,FABRICANTE,IMPORTAR Y VENDER,
19954309,VITAFULLSENIOR CON LUTEINA,TECNOQUIMICAS S.A.,INVIMA 2005M-0005024,16/11/2005,12/06/2015,Vencido,19954309,8,80.0,CAJASIN DATOCON FRASCO DE POLIETILENO DE ALTA DENSIDAD CON TAPA DE SEGURIDAD EN POLIETILENO DE ALTA DENSIDAD POR 80 TABLETAS,Inactivo,11/10/2006,12/06/2015,No,U,A11AA04,MULTIVITAMINAS Y ELEMENTOS TRAZA,ORAL,A,MOLIBDATO DE SODIO EQUIVALENTE A MOLIBDENO,mcg,7500000.0,TABLETA CUBIERTA,TABLETA CUBIERTA CON PELICULA,MAGNO HUMPHRIES. INC. TIGARD. OREGON,FABRICANTE,IMPORTAR Y VENDER,
19954309,VITAFULLSENIOR CON LUTEINA,TECNOQUIMICAS S.A.,INVIMA 2005M-0005024,16/11/2005,12/06/2015,Vencido,19954309,19,60.0,CAJA X 60 TABLETAS CON 2 FRASCOS DE 30 TABLETAS CUBIERTAS.,Inactivo,07/10/2014,12/06/2015,No,U,A11AA04,MULTIVITAMINAS Y ELEMENTOS TRAZA,ORAL,A,LICOPENO,mcg,30000000.0,TABLETA CUBIERTA,TABLETA CUBIERTA CON PELICULA,TECNOQUIMICAS S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19954309,VITAFULLSENIOR CON LUTEINA,TECNOQUIMICAS S.A.,INVIMA 2005M-0005024,16/11/2005,12/06/2015,Vencido,19954309,22,110.0,CAJA X 110 TABLETAS CONSIN DATOFRASCO DE 100 Y 10SIN DATOTABLETAS CUBIERTAS.,Inactivo,07/10/2014,12/06/2015,No,U,A11AA04,MULTIVITAMINAS Y ELEMENTOS TRAZA,ORAL,A,FOSFATO DE CALCIO EQUIVALENTE A FOSFORO,mg,4800000.0,TABLETA CUBIERTA,TABLETA CUBIERTA CON PELICULA,MAGNO HUMPHRIES. INC. TIGARD. OREGON,FABRICANTE,IMPORTAR Y VENDER,
19954309,VITAFULLSENIOR CON LUTEINA,TECNOQUIMICAS S.A.,INVIMA 2005M-0005024,16/11/2005,12/06/2015,Vencido,19954309,24,160.0,CAJA X 160 TABLETAS CONSIN DATOFRASCO DE 100 Y 60 TABLETAS CUBIERTAS.,Inactivo,07/10/2014,12/06/2015,No,U,A11AA04,MULTIVITAMINAS Y ELEMENTOS TRAZA,ORAL,A,OXIDO DE ZINC EQUIVALENTE A ZINC,mg,1500000.0,TABLETA CUBIERTA,TABLETA CUBIERTA CON PELICULA,TECNOQUIMICAS S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19954766,LORATADINA 10MG TABLETAS,LABORATORIOSRICHMOND COLOMBIA S.A.S.,INVIMA 2006M-0005310,02/03/2006,17/02/2016,Vencido,19954766,6,1000.0,CAJA MULTIPLE POR 1000 TABLETAS (USO INSTITUSIONAL),Inactivo,11/10/2006,17/02/2016,No,U,R06AX13,LORATADINA,ORAL,A,LORATADINA,mg,1000000.0,TABLETA,TABLETA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
19955913,ECOSYS,PROCAPS S.A.,INVIMA 2006M-0005849,06/09/2006,27/06/2016,Vencido,19955913,4,36.0,CAJA POR 24 SACHETS DE 1.5 G CADA UNO,Inactivo,02/06/2007,27/06/2016,No,g,A07FA51,LACTICO ACIDO PRODUCTO DE ORGANISMOS,ORAL,E,LACTOBACILLUS ACIDOPHILUS (EQUIVALENTE A 4.50 X10E9 UFC),billion CFU,450000.0,SOBRE POR 1.5 G DE POLVO,POLVO PARA RECONSTITUIR A SOLUCION ORAL,LALLEMAND SAS,FABRICANTE,IMPORTAR Y VENDER,
19955913,ECOSYS,PROCAPS S.A.,INVIMA 2006M-0005849,06/09/2006,27/06/2016,Vencido,19955913,7,15.0,CAJA POR 10 SACHETS DE 1.5 G CADA UNO,Inactivo,25/02/2011,27/06/2016,No,g,A07FA51,LACTICO ACIDO PRODUCTO DE ORGANISMOS,ORAL,E,BIFIDOBACTERIUM INFANTIS (EQUIVALENTE A1.50 X 10E9 UFC),billion CFU,150000.0,SOBRE POR 1.5 G DE POLVO,POLVO PARA RECONSTITUIR A SOLUCION ORAL,PROCAPS S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19956237,REMETIN,OTSUKA PHARMACEUTICAL INDIA PRIVATE LIMITED,INVIMA 2005M-0005080,14/12/2005,26/12/2015,Vencido,19956237,4,25.0,AMPOLLA DE VIDRIO ÁMBAR TIPO ISIN DATOPOR 2ML EN CAJA PLEGADIZASIN DATOPOR 25 UNIDADES,Inactivo,18/06/2010,26/12/2015,No,U,A03FA01,METOCLOPRAMIDA,INTRAVENOSA,A,CLORHIDRATO DE METOCLOPRAMIDA 10.54 MG EQUIVALENTEA CLORHIDRATO DE METOCLOPRAMIDA ANHIDRA,mg,1000000.0,AMPOLLA DE 2 ML,SOLUCION INYECTABLE,CLARIS LIFESCIENCES COLOMBIA LTDA.,IMPORTADOR,IMPORTAR Y VENDER,
19956456,METOCARBAMOL 750 MG TABLETAS,LABORATORIOS FARMACEUTICOS OPHALACS.A.,INVIMA 2005M-0004960,31/10/2005,21/11/2015,Vencido,19956456,2,100.0,CAJA POR 100 TABLETAS,Inactivo,11/10/2006,21/11/2015,No,U,M03BA03,METOCARBAMOL,ORAL,A,METOCARBAMOL,mg,75000000.0,TABLETA,TABLETA,ANGLOPHARMA S.A.,FABRICANTE,FABRICAR Y VENDER,
19959760,COSMOFER50 MG/ML INYECCION,NEBO A/S,INVIMA 2006M-0005612,18/04/2006,05/09/2016,Vencido,19959760,3,50.0,CAJA POR 10 AMPOLLAS DE 5ML,Inactivo,21/03/2007,05/09/2016,No,ml,B03AC06,FERRICO OXIDO DEXTRAN COMPLEJO,PARENTERAL,A,HIERRO (COMO COMPLEJO DE HIERRO III DEXTRANO 625 MG ),mg,10000000.0,AMPOLLA POR 2ML,SOLUCION INYECTABLE,NEBO A/S,FABRICANTE,IMPORTAR Y VENDER,
19960236,HIDROCORTISONA 500MG POLVO PARA RECONSTRUIR A SOLUCION INYECTABLE,LABORATORIOS NORTHIA S.A.C.I.F.I.A.,INVIMA 2006M-0005486,16/03/2006,30/03/2016,Vencido,19960236,3,50000.0,CAJA CON 100 VIALES POR 680 MG DE POLVO CADA VIAL. EQUIVALENTES A 500MG DE HIDROCORTISONA BASE.,Inactivo,02/01/2007,30/03/2016,No,mg,H02AB09,HIDROCORTISONA,INTRAVENOSA,A,HIDROCORTISONA SUCCINATO SODICO EQUIVALENTE A HIDROCORTISONA,mg,50000000.0,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,LABORATORIOS NORTHIA S.A.C.I.F.I.A.,FABRICANTE,IMPORTAR Y VENDER,
19960249,TEROMAR ROTACAPS,BIOTOSCANA FARMA S.A.,INVIMA 2006M-0005375,15/02/2006,03/01/2016,Vencido,19960249,13,10.0,USO INSTITUCIONAL:CAJA CON UN FRASCO BLANCO DE POLIPROPILENO CON TAPA PILFER PROOF BLANCA DE PEBD.POR 10 CAPSULAS + DISPOSITIVO REVOLIZER,Inactivo,03/02/2015,03/01/2016,No,U,R03BB04,TIOTROPIO BROMURO,INHALACION,F,BROMURO DE TIOTROPIO MONOHIDRATO EQUIVALENTE A 18 MCG DE TIOTROPIO BASE,æg,1800000.0,CAPSULA,POLVO PARA INHALACION,BIOTOSCANA FARMA S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19961392,BONIFER,PROCAPS S.A.,INVIMA 2005M-0005081,14/12/2005,27/12/2015,Vencido,19961392,3,90.0,CAJA CON UN FRASCO DE POLIETILENO DE ALTA DENSIDAD BLANCO POR 90 CAPSULAS.,Inactivo,11/10/2006,27/12/2015,No,U,A06AC51,ISPAGHULA COMBINACIONES,ORAL,A,POLIN-ACETILGLUCOSAMINA (CHITOSAN),mg,5000000.0,CAPSULA,CAPSULA DURA,NATURES PRODUCTS INC,FABRICANTE,IMPORTAR. ENVASAR Y VENDER,
19962737,SPASMOFLEX,LABORATORIOS QUIPROPHARMA S.A.S,INVIMA 2007M-0006923,29/03/2007,13/04/2017,Vencido,19962737,3,100.0,CAJA POR 100 TABLETAS EN BLISTER POR DIEZ,Inactivo,21/09/2007,13/04/2017,No,U,M03BA03,METOCARBAMOL,ORAL,A,METOCARBAMOL,mg,50000000.0,TABLETA RECUBIERTA,TABLETA,LABORATORIOS LEGRAND S.A.,FABRICANTE,FABRICAR Y VENDER,
19963142,DOLEX SINUS TABLETAS RECUBIERTAS,GLAXOSMITHKLINE CONSUMER HEALTH CARE COLOMBIA S.A.S.,INVIMA 2006M-0006207,08/04/2006,15/08/2016,Vencido,19963142,8,2.0,MUESTRA MEDICA:CAJA POR 2 TABLETAS RECUBIERTAS EN BLISTER PVC BLANCO.,Inactivo,11/05/2010,15/08/2016,Si,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,PARACETAMOL,mg,50000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,GLAXOSMITHKLINE CONSUMER HEALTH CARE COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,
19963292,CALCITRIOL CAPSULAS BP 0.25MCG,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2006M-0006089,19/07/2006,08/04/2016,Vencido,19963292,1,30.0,CAJA DE CARTÓN CON FRASCO DE POLIPROPILENO POR 30 CAPSULAS,Inactivo,23/01/2007,08/04/2016,No,U,A11CC04,CALCITRIOL,ORAL,A,CALCITRIOL,æg,0.3,CÁPSULA,CAPSULA BLANDA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,
19963292,CALCITRIOL CAPSULAS BP 0.25MCG,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2006M-0006089,19/07/2006,08/04/2016,Vencido,19963292,5,30.0,CAJA CON BLISTER DE PVC INCOLORO MÁS PAPEL ALUMINIO POR 30 CÁPSULAS,Inactivo,27/10/2008,08/04/2016,No,U,A11CC04,CALCITRIOL,ORAL,A,CALCITRIOL,æg,0.3,CÁPSULA,CAPSULA BLANDA,CIPLA LIMITED,FABRICANTE,IMPORTAR Y VENDER,
19963382,CARTIX C,GARMISCHPHARMACEUTICAL S.A.,INVIMA 2006M-0006432,26/09/2006,10/10/2016,Vencido,19963382,3,180.0,SOBRE POR 6 GRAMOS DE POLVO EN CAJA POR 30 SOBRES,Inactivo,11/07/2012,10/10/2016,No,g,M01AX05,GLUCOSAMINA,ORAL,C,CONDROITINA (EQUIVALENTE A 1500 MG DECONDROITINA SULFATO),mg,120000000.0,SOBRE POR 6 G,POLVO PARA RECONSTITUIR A SOLUCION ORAL,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
19964729,BETAMETASONA INYECTABLE4MG / ML,LABORATORIOS BIOLOGICOS FARMACEUTICOS S.A. LABIFAR S.A.,INVIMA 2006M-0005724,05/08/2006,27/07/2016,Vencido,19964729,1,1.0,CAJA X 1 AMPOLLA DE 1 ML,Inactivo,31/07/2007,27/07/2016,No,ml,R03BA04,BETAMETASONA,INTRAVENOSA,A,BETAMETASONA FOSFATO DISÓDICO EQUIVALENTE A BETAMETASONA,mg,400000.0,AMPOLLA (1 ML),SOLUCION INYECTABLE,VIDRIO TECNICO DE COLOMBIA S.A. VITECO S.A.,FABRICANTE,FABRICAR Y VENDER,
19965313,TINIDAZOL1G TABLETAS,LABORATORIOS AMERICA S.A.,INVIMA 2006M-0006071,19/07/2006,08/03/2016,Vencido,19965313,1,4.0,CAJA DE CARTON POR 4 TABLETAS EN BLISTER ALUMINIO / PVC TRANSPARENTE,Inactivo,08/08/2007,08/03/2016,No,U,J01XD02,TINIDAZOL,ORAL,A,TINIDAZOL,mg,100000000.0,TABLETA,TABLETA,LABORATORIOS AMERICA S.A.,FABRICANTE,FABRICAR Y VENDER,
19965536,GLUCOSAMIN®,ORTHOFARMA & CIA S.A,INVIMA 2006M-0005978,29/06/2006,18/07/2016,Vencido,19965536,2,120.0,CAJA X 30 SOBRES X 4 G,Inactivo,07/06/2007,18/07/2016,No,g,M01AX25,CONDROITIN SULFATO,ORAL,A,GLUCOSAMINA SULFATO SODIO CLORURO,g,3750000.0,100 GRAMOS DE POLVO,POLVO PARA RECONSTITUIR A SOLUCION ORAL,FLORIDA SUPPLEMENT LLC.,FABRICANTE,IMPORTAR. ENVASAR Y VENDER,
19967324,GLUCOSAMINA CONDROITINA CAPSULAS 1500/1200,COMERCIALIZADORA NATURAL LIGHT S.A.S,INVIMA 2006M-0006231,15/08/2006,29/08/2016,Vencido,19967324,5,100.0,FRASCO VERDE DE POLIETILENO DE ALTA DENSIDAD CON TAPA BLANCA TWIIS-OFF DE SEGURIDAD POR 100 CÁPSULAS,Inactivo,17/08/2007,29/08/2016,No,U,M01AX05,GLUCOSAMINA,ORAL,A,GLUCOSAMINA SULFATO CRISTALINA (EQUIVALENTE A 1500 MG. DE GLUCOSAMINA),mg,189000000.0,CAPSULA,CAPSULA DURA,NATURLIGTH CORP.,FABRICANTE,IMPORTAR Y VENDER,
19967325,GLUCOSAMINA CONDROITINA CAPSULAS 500/400,COMERCIALIZADORA NATURAL LIGHT S.A.S,INVIMA 2006M-0006242,15/08/2006,29/08/2016,Vencido,19967325,1,301.0,FRASCO VERDE DE POLIETILENO DE ALTA DENSIDAD CON TAPA BLANCA TWISS-OFF DE SEGURIDAD POR 30 CÁPSULAS,Inactivo,17/08/2007,29/08/2016,No,U,M01AX25,CONDROITIN SULFATO,ORAL,A,GLUCOSAMINA SULFATO CRISTALINA 630MG. EQUIVALENTE A GLUCOSAMINA,mg,50000000.0,CÁPSULA DURA,CAPSULA DURA,COMERCIALIZADORA NATURAL LIGHT S.A.S,IMPORTADOR,IMPORTAR Y VENDER,
